"actividades legislativas","Actividades primarias","Comercio al por mayor","construcción","Corporativos","Enegía ","Industria manufactureras","Información en medios masivos","Minería ","Servicios de apoyo ","Servicios de esparcimiento","Salud","Servicios educativos","Servicios financieros y seguros","Servicios inmobiliarios ","Servicios profesionales y técnicos ","Transporte","Comercio al pormenor","Servicios no gubernamentales","Servicios de alojamiento y alimentación"
5,1,4,0,0,1,151,1,0,9,2,13,12,2,3,2,3,240,42,72
19,0,25,5,0,1,234,3,0,7,11,32,22,1,4,14,7,642,189,138
13,1,6,1,0,1,68,3,1,7,9,24,12,4,10,14,2,282,79,122
2,0,2,0,0,1,149,1,0,1,2,3,5,0,1,1,1,111,17,10
4,0,0,0,0,1,3,2,0,2,1,2,4,1,0,0,0,24,6,3
28,0,115,3,0,4,301,9,0,14,33,107,45,26,23,66,11,1229,383,304
3,0,1,0,0,1,54,0,0,0,1,3,5,1,0,0,0,22,5,6
7,0,4,0,0,1,14,1,0,1,2,9,4,0,2,0,0,52,15,8
6,0,8,0,0,3,19,1,0,1,6,1,6,0,3,1,0,52,13,16
6,0,4,2,0,1,33,1,0,2,2,12,5,0,1,1,2,132,31,30
5,1,12,0,0,3,65,1,0,6,3,14,15,3,0,5,4,342,76,71
5,0,4,0,0,3,57,1,0,1,1,5,6,0,0,0,1,52,26,15
3,0,2,0,0,1,32,0,0,1,2,6,4,2,0,0,0,45,8,15
6,0,59,2,0,1,317,4,74,5,13,31,16,2,8,9,0,627,179,177
6,0,3,0,0,2,36,1,1,2,1,5,11,1,0,1,0,168,18,31
7,0,31,1,0,2,296,2,0,11,24,51,29,11,20,5,2,773,170,116
2,0,6,0,0,1,24,1,0,1,3,4,3,0,1,0,0,62,17,15
11,0,35,1,0,3,246,1,4,14,8,47,29,0,59,36,5,872,215,156
6,2,10,0,0,1,66,1,0,2,3,12,19,2,0,0,0,128,19,43
12,0,21,0,0,1,143,4,1,7,13,32,19,7,11,9,4,417,149,116
27,0,13,1,0,1,740,1,0,6,7,20,22,10,6,3,3,350,69,99
14,5,141,0,0,6,334,5,0,17,25,64,38,8,35,12,5,1521,319,244
14,1,7,0,0,1,120,2,0,3,3,25,14,5,1,3,1,291,72,58
5,0,8,0,0,2,59,1,4,2,3,11,9,2,2,5,1,147,44,46
9,0,5,0,0,1,20,3,19,1,1,9,5,3,0,2,1,98,31,29
570,14,3176,752,2,134,8487,290,92,1106,1197,5240,2733,1513,1444,2488,727,44740,16318,14149
14,22,179,3,0,5,374,6,0,19,39,98,48,9,47,19,11,1997,525,317
9,4,9,0,0,1,13,1,1,3,0,13,5,2,1,2,0,110,25,11
8,0,23,2,0,4,228,5,0,21,18,65,30,18,21,22,8,921,194,181
14,83,112,1,0,5,204,3,0,20,21,51,29,5,29,15,22,1057,372,199
59,0,234,68,1,13,845,39,0,82,157,472,231,205,207,262,61,3516,1498,1693
2,0,0,0,0,1,54,0,0,1,0,3,8,1,2,0,0,54,10,5
4,0,1,0,0,1,11,2,1,0,1,2,3,1,1,0,1,22,5,3
5,0,18,0,0,1,69,2,0,4,5,25,15,1,12,1,2,354,91,89
3,0,0,0,0,1,3,0,0,0,0,2,2,1,0,0,0,0,2,3
5,0,18,2,0,1,680,5,3,4,14,34,19,2,8,4,3,573,162,238
4,0,38,2,0,4,169,1,0,2,9,25,17,5,5,8,6,317,101,91
2,0,2,0,0,2,14,1,9,1,1,3,5,0,1,0,0,72,21,21
6,0,4,0,0,2,21,1,0,1,2,5,7,0,3,0,0,63,16,27
3,0,14,0,0,1,63,3,0,3,2,10,5,14,4,1,7,232,53,45
5,0,11,0,0,1,725,3,0,6,7,14,8,4,5,5,3,407,70,72
6,0,9,0,0,1,17,1,0,1,2,7,4,1,5,0,1,98,21,21
2,0,0,0,0,1,120,2,0,0,4,4,4,0,3,1,0,39,16,17
81,1,336,22,0,12,1406,32,0,122,164,553,250,96,112,181,49,6748,1873,1672
2,0,1,0,0,1,5,0,0,0,1,2,3,0,1,0,0,30,6,10
9,0,25,2,0,2,487,2,0,9,7,49,19,1,8,13,3,650,176,166
2,0,0,0,0,1,68,1,0,1,2,2,4,0,0,0,0,20,3,0
9,0,41,3,0,1,124,3,0,5,10,28,18,9,15,12,5,487,133,128
5,0,18,0,0,2,83,2,4,5,10,23,12,2,6,8,0,270,57,73
5,0,26,0,0,1,158,1,0,9,20,36,15,0,10,2,2,591,125,83
5,0,5,0,0,2,30,3,0,1,0,10,9,2,3,1,1,78,29,23
92,0,269,33,1,12,1961,33,0,77,121,369,249,77,119,189,76,4945,1764,1404
3,0,3,0,0,1,26,2,0,1,3,9,6,1,0,2,0,62,18,30
13,0,59,0,0,2,1122,6,14,18,31,70,42,12,23,18,7,1158,283,262
17,0,67,0,0,7,274,1,0,14,15,59,42,3,21,5,18,1220,326,302
4,3,373,0,0,3,403,1,0,9,20,62,20,3,13,13,5,2086,216,223
5,4,1,0,0,2,29,0,0,0,2,5,7,0,0,1,3,95,13,17
3,0,1,0,0,1,134,0,0,0,7,1,6,0,1,1,0,26,5,6
4,0,5,0,0,1,443,2,0,4,5,10,7,2,6,3,1,210,54,37
8,0,12,1,0,1,40,1,1,0,2,10,14,2,4,4,1,252,55,40
6,0,24,1,0,4,400,0,3,7,12,33,30,5,10,5,8,841,179,138
7,0,4,0,0,1,31,0,0,2,1,10,6,1,2,5,0,136,26,24
12,1,35,1,0,1,153,2,0,11,5,33,10,0,8,7,2,381,156,81
11,0,12,0,0,1,65,1,0,6,5,32,17,2,11,9,0,265,76,51
18,0,36,2,0,4,414,7,1,7,12,38,28,7,1,19,6,838,175,148
48,2,200,18,0,11,635,9,2,39,50,235,111,59,59,113,19,2901,876,587
7,2,3,1,0,1,17,1,0,2,2,12,8,3,2,3,1,102,34,42
136,6,617,80,1,44,3926,53,4,234,225,884,499,258,245,399,186,10543,3468,2905
17,6,35,0,0,3,87,2,0,5,4,30,19,3,13,6,5,378,99,142
3,9,6,0,0,1,23,2,0,1,3,9,3,2,1,1,3,81,21,39
2,0,1,0,0,5,618,1,0,3,0,4,4,0,1,0,1,154,20,43
1,0,3,0,0,1,14,0,3,2,0,3,3,1,0,0,0,56,15,12
11,1,43,1,0,3,244,3,0,16,10,38,34,4,15,10,6,743,180,152
3,0,3,0,0,1,50,1,0,4,3,4,6,1,0,2,0,156,21,14
22,0,23,1,0,1,225,3,0,16,20,41,21,2,16,12,8,646,158,121
75,1,181,7,0,17,1007,10,13,67,59,270,114,47,68,96,19,3520,1076,820
3,0,1,0,0,1,119,0,0,0,0,1,4,0,0,0,0,0,5,3
6,0,30,0,0,1,57,1,0,4,2,7,9,2,6,4,2,180,47,110
4,0,6,0,0,1,15,1,0,1,2,4,6,0,2,2,0,65,10,4
5,2,8,0,0,2,411,1,1,1,3,7,12,1,14,1,3,240,47,64
13,0,11,0,0,2,66,3,13,6,7,26,26,7,3,18,4,295,72,95
9,0,28,1,0,3,176,1,2,7,8,23,12,5,3,5,2,361,103,81
2,0,6,0,0,2,107,1,0,4,0,4,4,3,2,2,0,112,37,35
23,0,25,1,0,2,120,3,2,7,10,55,13,11,12,24,8,537,138,160
6,0,5,2,0,1,74,0,0,1,5,20,14,1,11,10,2,190,81,49
88,0,112,26,0,9,1154,18,0,62,89,377,168,99,62,175,35,3023,837,890
2,1,15,0,0,2,74,0,50,5,2,6,6,3,3,4,8,211,49,37
3,0,2,0,0,1,21,0,1,1,3,7,6,0,4,0,0,95,29,22
18,2,97,1,0,11,1571,5,1,22,13,69,51,9,24,20,10,1381,330,264
4,0,4,0,0,1,46,0,0,1,2,5,6,3,0,1,1,92,16,24
8,2,24,0,0,2,191,2,0,9,11,35,17,6,16,21,4,555,163,108
16,4,50,3,0,4,421,5,0,16,24,38,37,4,19,16,12,1096,249,208
5,0,15,1,0,1,33,2,0,5,2,16,8,0,3,2,0,285,46,37
8,0,3,0,0,1,174,2,0,1,3,16,5,0,2,2,0,192,51,18
23,0,4,0,0,1,47,2,0,6,7,13,17,0,6,1,0,315,59,40
8,1,1,0,0,1,16,2,0,1,0,2,3,0,0,0,0,49,6,9
6,2,22,0,0,1,41,0,0,0,3,16,5,2,0,5,9,161,42,60
40,2,49,4,0,5,253,5,2,9,23,88,69,15,25,38,16,1060,293,270
4,0,4,0,0,1,29,0,0,1,1,5,5,0,0,0,0,70,15,16
6,0,16,0,0,1,262,3,0,3,7,15,17,4,5,3,2,359,54,70
15,0,52,1,0,2,237,4,0,11,20,66,26,2,13,17,4,765,244,158
1,0,0,0,0,1,11,0,0,2,0,4,2,0,0,0,0,36,5,13
6,1,37,3,0,3,113,2,1,3,5,31,15,9,6,10,25,448,146,147
4,0,3,0,0,1,38,1,0,0,1,10,4,3,1,0,0,88,10,18
5,0,0,0,0,1,262,1,0,0,0,3,9,0,0,0,0,0,8,4
21,1,48,2,0,3,339,5,2,13,16,64,39,9,17,7,12,998,344,322
7,0,24,0,0,4,75,0,0,3,0,14,19,4,5,0,2,519,55,70
1,0,6,0,0,7,10,1,0,1,0,3,5,0,2,0,0,28,9,9
47,6,99,19,0,8,796,16,6,45,45,184,100,32,50,84,29,2327,759,738
4,0,3,0,0,0,11,1,1,0,0,2,5,0,0,0,0,32,9,4
7,2,32,0,1,1,404,3,0,9,24,70,33,7,9,16,7,897,208,173
4,2,2,0,0,1,23,1,0,5,1,9,6,1,2,1,0,68,15,17
4,1,1,0,0,1,20,1,0,1,0,2,3,0,0,3,0,72,12,15
5,0,2,0,0,1,354,5,0,2,2,14,13,2,3,0,0,209,27,30
1,1,7,0,0,2,87,0,0,4,2,7,6,1,2,2,0,246,57,36
1,0,14,2,0,1,141,1,0,3,5,16,11,1,3,4,0,181,37,32
5,0,31,0,0,4,203,2,1,11,9,22,21,2,14,9,3,839,138,130
3,0,2,0,0,1,26,1,0,1,2,9,5,0,1,1,0,65,12,27
51,7,65,5,0,7,316,9,2,32,26,113,84,34,25,50,17,1499,403,364
69,9,113,15,0,6,645,18,6,55,49,213,115,41,79,107,29,2441,700,664
9,1,2,0,0,1,90,3,96,5,2,11,9,0,7,1,1,140,36,71
3,0,4,0,0,1,51,2,0,2,4,10,6,4,4,3,3,110,33,59
13,0,27,0,0,1,135,5,0,11,19,79,26,9,17,20,12,738,191,207
13,0,17,2,0,3,801,5,0,6,9,27,11,5,12,6,3,401,67,79
7,0,2,1,0,1,62,0,0,2,1,8,8,1,1,1,1,102,36,29
3,1,43,0,0,1,445,6,0,9,19,39,14,9,25,10,0,845,175,223
4,0,12,0,0,1,68,0,0,4,2,11,7,0,0,1,1,138,34,33
5,0,2,0,0,1,11,0,0,2,1,6,4,0,1,0,0,54,7,3
19,0,5,0,0,2,76,6,0,6,2,36,33,3,3,3,3,555,66,52
25,1,61,1,0,2,91,3,13,14,15,76,24,27,17,35,7,808,239,178
25,0,8,0,0,3,25,3,0,12,6,18,11,8,3,3,2,156,36,79
13,1,14,0,0,0,43,3,0,5,5,19,11,7,3,3,3,178,60,87
61,7,35,19,0,3,237,6,14,11,22,87,54,24,25,47,17,1025,312,255
36,3,62,5,0,2,188,6,11,14,20,64,51,42,19,21,24,786,198,211
55,0,264,50,0,7,638,24,0,78,97,515,277,167,147,182,62,2969,1339,1296
28,0,119,3,0,2,312,9,2,35,36,97,47,38,25,29,10,1397,415,568
11,1,34,3,0,3,53,2,40,3,6,29,12,14,7,11,7,307,71,70
42,3,37,2,0,5,83,15,0,15,16,78,34,19,11,48,17,671,201,233
12,0,2,0,0,0,14,3,2,0,5,10,8,5,0,2,3,85,29,38
41,3,486,50,2,8,902,16,37,71,65,215,130,143,142,114,155,2594,815,1068
24,2,95,1,0,4,264,15,14,23,23,117,77,48,26,37,27,1684,428,417
13,8,5,0,0,1,19,4,2,0,4,12,6,4,3,0,1,102,25,47
409,11,2279,477,11,30,3694,176,6,760,583,3622,1271,1402,905,1764,521,20718,8011,7678
20,0,2,0,0,1,33,3,0,2,6,16,8,8,2,4,3,186,42,59
124,5,432,69,1,33,1378,47,5,130,146,738,398,244,237,328,158,6525,2425,2174
30,2,103,11,0,2,764,12,1,37,54,192,106,35,71,62,15,2318,611,643
28,0,22,0,0,1,81,5,1,8,11,38,24,9,17,12,3,451,120,137
66,1,69,20,0,7,233,16,3,70,188,180,110,159,112,95,47,2208,700,920
86,4,43,6,4,7,194,17,1,16,30,74,92,45,10,41,10,1214,355,370
59,6,15,5,0,5,68,1,0,16,29,31,28,46,33,19,16,617,189,331
310,45,239,107,1,38,672,52,2,89,157,516,284,225,109,186,67,3977,1788,1659
279,11,880,195,7,43,1468,103,0,479,384,1088,780,1277,584,602,305,11332,5317,4611
44,2,29,3,0,6,107,7,2,6,7,46,34,23,9,9,7,551,214,162
49,5,15,0,0,4,77,5,0,7,13,28,28,16,24,7,1,405,129,375
84,3,205,64,3,20,435,41,0,197,151,394,258,668,211,176,75,4409,1771,1886
81,4,46,23,0,8,138,11,1,31,68,83,51,121,113,37,16,1323,427,955
35,5,25,5,0,3,78,5,0,15,22,32,32,8,6,7,5,572,197,404
37,1,25,3,0,5,66,6,0,10,27,49,32,67,24,23,17,505,188,287
16,1,15,0,0,6,49,4,2,4,7,21,12,5,3,3,1,358,98,100
5,0,1,0,0,1,10,1,0,2,1,4,8,1,0,0,0,52,12,5
24,5,11,1,0,1,64,3,0,4,3,23,12,4,0,3,1,221,50,98
5,0,0,0,0,1,2,0,2,0,1,2,4,3,0,0,0,15,6,13
25,0,30,3,0,2,105,6,0,8,11,49,38,13,15,17,9,604,210,225
3,0,2,0,0,1,21,1,0,1,6,6,5,2,3,1,1,216,19,120
26,0,38,1,0,12,143,3,0,5,16,23,27,5,20,5,6,448,149,136
27,0,39,0,0,6,162,4,3,11,14,65,26,21,22,24,14,713,226,281
2,0,1,0,0,1,3,1,1,1,3,0,0,2,1,0,0,0,5,20
31,13,33,2,0,3,125,5,0,5,8,43,34,9,8,25,5,679,171,188
27,0,79,12,0,3,368,13,1,21,35,90,67,10,55,23,6,1160,500,588
30,0,8,1,0,3,41,3,0,6,4,22,13,9,2,11,3,208,56,62
113,8,205,57,0,14,901,34,9,101,110,422,218,165,157,206,68,3678,1793,1805
18,1,5,1,0,1,27,5,0,2,2,12,12,3,2,2,1,110,29,34
24,0,35,1,0,4,73,4,5,7,14,33,26,9,22,9,4,516,146,175
28,8,51,6,0,7,301,6,2,12,31,83,58,15,33,19,21,1011,519,548
8,0,2,2,0,1,9,1,2,1,3,6,6,1,0,1,3,54,14,11
9,0,3,0,0,1,12,1,0,2,0,7,5,3,0,0,0,29,8,10
4,0,0,0,0,1,8,2,0,1,1,4,3,2,0,0,0,27,5,7
82,3,172,24,0,16,639,33,4,55,95,250,154,78,166,158,55,2750,1156,674
14,0,8,2,0,13,29,2,2,1,6,9,19,8,8,2,4,186,59,72
15,0,27,1,0,4,55,5,0,3,8,27,14,3,4,6,3,294,95,88
7,1,17,1,0,2,54,5,0,7,5,28,19,2,5,4,2,255,56,67
63,0,144,29,0,4,507,35,4,47,89,353,129,61,106,161,37,2617,1031,971
26,2,55,0,0,5,114,5,0,6,18,43,30,10,22,18,7,849,211,153
10,0,1,0,0,1,17,0,0,1,1,6,5,0,1,0,1,34,8,20
9,0,20,0,0,5,75,3,0,5,9,21,15,4,19,8,6,311,93,106
401,4,1883,573,2,121,4079,160,25,640,624,3196,1326,1045,886,1400,552,18167,7582,6985
9,0,4,0,0,1,30,2,0,3,1,10,8,1,1,0,0,116,38,54
2,0,2,0,0,2,0,1,2,0,1,4,4,0,0,0,0,28,8,6
5,0,0,0,0,1,0,0,0,0,0,3,3,0,1,0,0,0,3,2
24,1,31,0,0,5,128,9,2,13,15,64,30,15,15,24,5,777,171,266
7,0,3,0,0,2,5,1,1,0,0,3,6,0,0,0,0,30,10,4
9,13,12,3,0,2,98,3,0,7,3,18,17,4,5,4,1,227,89,94
71,0,328,48,1,39,1207,19,6,109,164,374,298,112,261,135,89,4958,2322,1910
17,4,38,0,0,8,79,6,0,5,12,31,24,12,5,5,5,435,118,233
52,6,39,9,1,7,190,9,55,22,20,119,61,33,24,48,29,1355,373,489
6,3,3,0,0,1,13,2,0,3,1,9,4,1,3,2,1,121,36,41
15,5,5,0,0,1,35,3,0,4,4,13,8,1,3,1,1,137,48,38
25,5,41,8,0,7,160,3,4,7,18,46,39,14,18,19,14,551,245,274
14,1,6,0,0,1,47,2,0,5,1,14,10,3,4,1,2,165,36,79
11,5,22,0,0,1,139,5,0,7,9,18,17,5,11,7,4,327,137,131
2,1,7,0,0,1,49,3,15,5,2,13,14,4,6,4,0,261,58,71
5,0,4,0,0,6,22,1,0,1,1,8,8,0,2,1,5,80,25,29
16,0,32,0,0,2,82,5,0,5,8,19,13,6,9,5,2,358,103,93
10,0,25,1,0,2,114,4,0,4,4,17,11,3,6,7,2,260,83,56
6,0,8,0,0,1,9,1,1,3,4,5,4,2,1,0,0,47,16,8
5,0,4,0,0,3,29,2,3,2,8,4,8,2,0,0,0,79,35,20
12,0,29,0,0,1,129,5,0,8,11,27,49,3,11,1,3,822,154,111
15,0,47,3,0,5,203,6,2,15,16,52,41,44,23,15,18,793,200,216
6,1,21,2,0,3,32,2,0,1,2,22,9,4,6,6,10,166,58,65
5,0,7,0,0,1,26,2,3,4,4,8,5,1,5,1,2,106,41,47
19,1,21,1,0,3,97,8,0,11,7,35,26,9,12,9,6,522,169,187
22,0,20,4,0,4,75,5,0,13,15,38,17,13,6,13,4,436,130,211
6,0,11,0,0,1,41,2,6,5,8,22,15,4,10,1,4,274,56,39
19,1,42,2,0,5,74,4,0,7,7,23,10,6,9,8,3,422,141,107
11,0,10,1,0,1,63,4,1,5,4,29,19,5,3,3,6,366,97,107
16,2,26,5,0,1,83,4,1,6,14,33,23,7,9,15,5,409,158,199
270,143,824,226,2,80,2253,109,6,185,265,1340,551,483,485,533,233,7310,3981,2919
69,53,68,2,0,7,182,13,0,11,30,88,41,28,19,16,12,607,314,242
47,3,7,1,0,1,21,2,0,0,3,17,11,11,6,7,1,162,77,69
23,3,18,1,0,3,197,6,4,5,6,25,24,9,5,5,10,236,109,98
35,3,10,0,0,1,63,4,5,2,8,30,20,9,13,5,4,221,93,80
775,195,1634,422,11,96,4204,182,23,447,608,2954,1305,1175,971,1149,412,15620,9154,6018
52,11,11,3,0,3,84,7,0,6,9,24,20,8,9,7,5,337,126,104
44,14,78,3,0,3,112,8,0,12,17,64,29,33,22,21,13,595,298,248
43,76,69,6,0,4,303,23,0,18,35,121,85,25,53,27,31,1197,442,445
98,34,40,1,0,15,341,14,2,15,39,121,73,33,61,26,14,1027,473,436
190,148,366,67,0,27,1399,50,2,64,153,635,355,223,230,179,114,4709,2419,1616
249,163,699,200,2,59,2186,87,15,222,482,1573,612,576,622,692,230,9066,4770,3904
47,1,19,1,0,2,115,7,1,10,11,35,23,20,19,8,7,302,167,151
31,27,55,4,0,4,130,6,8,5,24,75,40,26,22,19,11,613,222,209
96,8,166,45,1,10,469,20,5,26,67,282,124,112,127,84,47,1681,1052,511
23,15,18,1,0,4,84,6,0,5,12,19,22,7,11,6,6,255,110,116
29,2,24,1,0,5,109,7,1,13,18,71,38,12,16,15,11,506,211,178
88,49,120,7,0,14,462,13,3,24,37,229,200,67,83,39,31,2054,791,676
6,1,7,0,0,1,48,3,0,1,2,9,4,0,0,0,1,55,15,17
79,0,75,15,0,9,374,16,3,22,50,212,113,109,87,92,37,1470,1040,486
30,4,11,2,0,2,120,5,8,7,9,27,18,9,12,10,7,260,109,100
23,0,5,0,0,3,38,3,0,0,9,21,19,6,10,9,3,267,132,90
12,0,0,0,0,1,6,2,0,0,0,1,3,0,0,0,0,15,9,5
8,0,3,0,0,3,20,2,0,1,3,7,6,1,1,0,3,46,21,21
9,0,1,0,0,1,2,1,0,0,3,2,3,0,1,0,0,12,6,2
8,0,0,0,0,1,16,2,0,0,0,2,4,0,0,0,0,26,9,11
15,1,0,0,0,1,18,2,0,0,3,2,3,0,0,0,0,0,10,5
10,0,1,0,0,1,7,2,0,0,2,1,6,1,0,0,0,22,10,9
9,0,1,0,0,1,17,1,0,0,1,5,5,0,0,0,0,32,13,13
25,5,7,1,0,3,95,7,0,2,5,23,29,8,10,4,8,262,147,109
7,0,3,0,0,1,24,4,2,0,2,3,6,2,0,0,2,29,23,24
8,0,2,0,0,3,21,1,5,0,0,8,6,3,1,0,1,54,29,16
10,0,0,0,0,1,1,2,0,0,0,1,3,0,1,0,0,16,9,5
8,0,1,0,0,2,31,3,0,0,3,9,9,4,3,1,1,99,49,37
104,24,155,35,0,9,286,24,10,15,60,240,134,74,79,140,66,1581,907,500
282,40,717,218,0,60,2305,79,11,171,269,1157,570,459,423,512,264,6036,3870,2499
32,0,44,15,0,3,93,11,5,9,30,69,72,34,24,30,33,593,305,183
10,0,6,0,0,1,47,4,1,3,3,9,10,7,2,0,2,92,39,35
5,0,0,0,0,1,6,0,7,0,1,2,3,2,0,0,0,0,4,8
4,0,0,0,0,1,3,1,2,0,1,2,3,0,0,0,0,16,7,5
15,0,7,0,0,2,43,4,0,1,3,11,11,1,4,2,1,98,57,38
3,0,3,0,0,1,8,1,0,0,4,1,5,0,0,0,0,15,8,3
34,15,43,3,0,8,222,6,0,11,27,77,70,54,27,17,30,673,360,253
43,1,41,3,0,9,198,8,0,11,19,57,57,13,29,12,36,551,291,246
19,0,4,1,2,1,27,5,0,0,7,11,15,2,2,3,3,129,65,42
9,1,5,0,0,1,19,1,0,0,1,5,5,0,1,0,0,13,7,7
138,82,160,50,2,19,605,41,2,45,81,284,181,172,132,161,129,2203,1040,717
628,95,1824,663,10,43,4250,187,91,385,429,2350,1201,1126,860,1307,518,11408,7140,4069
8,0,2,0,0,1,8,2,0,0,1,3,4,0,0,0,0,17,14,9
14,0,3,0,0,1,11,1,0,0,2,4,4,2,1,0,0,19,21,6
59,86,81,12,0,14,303,15,2,14,31,127,129,48,57,50,18,1123,577,398
7,0,1,0,0,1,7,1,0,0,2,3,2,0,2,0,0,0,6,6
14,0,5,3,0,2,39,4,0,2,8,17,17,11,5,9,9,159,100,54
34,0,48,9,0,4,128,6,3,5,16,62,63,30,23,32,19,539,294,170
15,0,5,0,0,1,28,2,0,1,2,3,6,2,1,0,0,43,16,19
24,0,9,1,0,2,45,5,1,2,3,21,8,8,4,3,2,120,57,51
11,0,4,0,0,1,16,4,0,1,5,16,9,11,6,2,5,101,67,41
11,0,2,0,0,1,14,2,0,0,1,2,6,0,0,1,0,31,15,13
23,0,9,8,0,4,58,7,18,4,9,25,24,14,5,9,4,190,102,90
122,4,204,85,1,24,804,37,9,58,89,389,189,165,131,121,78,2172,1255,734
163,2,222,57,3,18,816,37,1,85,86,619,289,372,154,252,199,3558,2133,1015
8,0,0,0,0,1,4,1,0,0,1,1,4,0,0,0,0,0,6,3
13,0,1,0,0,1,47,2,0,0,0,2,8,3,1,0,0,40,19,15
11,0,0,0,0,1,0,2,0,0,2,1,3,0,0,0,0,0,3,0
23,7,3,0,0,4,37,3,0,1,5,10,12,6,3,3,1,147,72,53
86,35,97,32,2,5,329,11,2,37,61,194,81,79,140,122,32,1629,803,681
6,0,1,0,0,1,8,1,0,0,1,3,5,2,0,0,0,25,12,7
5,0,3,1,0,1,43,1,1,0,2,2,6,2,1,0,0,24,14,15
14,0,4,0,0,1,31,2,0,1,3,6,10,1,0,0,3,72,31,19
26,1,6,0,0,3,52,2,5,0,3,12,11,2,1,1,1,95,47,37
2,0,0,0,0,1,2,2,0,0,2,4,3,0,0,0,0,0,6,1
6,0,0,0,0,1,4,1,6,0,1,3,3,0,0,0,0,0,4,2
136,41,283,45,0,23,685,26,3,42,117,591,213,291,289,226,82,3211,2172,1187
10,0,3,0,0,2,36,2,0,4,2,7,13,6,4,0,4,130,55,50
11,4,2,0,0,1,17,2,0,0,0,2,6,1,0,0,0,19,8,8
16,1,13,4,0,4,63,5,3,4,10,28,26,25,13,10,19,268,124,112
12,0,2,0,0,1,2,2,1,0,0,2,5,2,1,0,0,19,11,4
9,0,3,0,0,1,2,1,0,0,1,1,3,0,0,0,0,0,8,4
9,0,0,0,0,2,1,1,0,0,0,1,2,0,0,0,0,0,3,2
10,0,0,0,0,1,15,3,1,0,2,3,4,0,0,0,0,0,5,9
6,0,2,0,0,1,17,2,0,0,1,1,5,1,0,1,0,18,16,6
5,0,0,0,0,2,11,2,3,0,4,2,4,0,1,0,0,0,12,13
6,1,0,0,0,1,0,0,0,0,1,1,4,0,0,0,0,0,3,0
20,0,12,1,0,2,115,4,0,2,10,13,14,5,6,8,1,136,84,55
7,0,3,0,0,1,14,2,0,0,0,1,5,0,1,0,0,23,14,11
11,0,2,1,0,1,4,0,1,0,0,1,3,0,0,0,0,14,3,4
14,0,4,0,0,2,24,2,1,1,3,5,7,0,0,1,2,68,33,40
46,0,13,3,0,2,38,6,0,5,14,33,19,15,9,17,17,301,171,106
17,4,17,1,0,12,85,5,0,2,5,34,26,12,13,7,7,379,161,127
10,41,7,0,0,2,72,3,1,2,3,17,22,5,5,1,2,234,93,55
59,33,54,0,0,9,268,6,0,13,17,73,41,15,14,31,9,839,335,291
128,359,204,33,0,31,1309,40,4,119,87,372,229,119,112,109,68,4782,1993,1515
76,354,60,4,0,11,363,17,0,21,27,94,72,36,29,44,25,1444,460,389
488,185,911,360,3,269,2690,141,35,380,372,1780,770,777,401,774,313,11519,5593,4954
85,33,157,42,0,35,899,45,3,66,123,370,162,121,118,115,65,3108,1421,1060
75,18,85,15,0,12,416,20,6,42,32,164,99,39,45,47,15,1448,667,460
42,42,83,8,0,15,252,8,1,21,16,103,48,35,28,38,17,980,358,318
108,17,105,10,0,28,727,16,4,65,61,196,114,45,67,66,28,2518,1030,928
53,14,17,0,0,12,59,3,0,8,14,33,13,9,8,6,6,210,95,106
71,3,48,4,0,8,404,15,0,28,35,134,74,33,48,46,16,1131,489,416
43,31,27,1,0,6,84,4,1,8,5,30,17,7,2,11,7,315,106,138
97,206,118,11,2,23,436,19,4,59,49,163,123,79,38,53,41,2006,830,706
47,86,62,16,0,22,598,13,2,35,40,142,89,23,34,43,28,1654,710,598
47,82,74,21,0,14,225,16,11,32,34,142,68,72,38,59,60,1150,515,558
57,1,18,2,0,10,120,7,3,12,12,54,29,12,6,6,9,400,148,176
45,4,65,8,0,20,159,13,2,22,25,82,44,43,21,38,13,892,344,316
70,9,69,4,0,6,260,9,2,23,19,92,57,31,18,43,21,1289,492,346
19,10,17,0,0,3,55,3,2,1,2,11,20,4,5,4,3,236,122,47
36,21,26,2,0,4,117,4,0,6,23,42,29,19,8,15,7,539,228,173
102,97,233,58,4,29,734,17,25,77,92,254,244,153,101,83,320,3533,1595,1146
14,0,4,1,0,1,16,3,1,2,5,8,7,1,1,1,1,112,40,39
9,0,2,0,0,1,17,1,0,0,0,5,6,2,1,4,0,76,35,25
8,0,3,0,0,1,13,1,0,1,1,2,5,2,0,1,0,59,16,7
33,17,10,1,0,5,55,4,0,5,11,60,16,13,13,17,10,313,187,109
12,1,1,0,0,2,3,1,0,0,1,4,5,0,0,0,0,25,8,7
68,11,119,76,4,26,470,16,2,63,136,465,286,190,119,143,66,2445,1333,1121
6,0,2,0,0,2,6,1,0,0,1,3,5,0,0,0,0,28,13,5
16,1,3,0,0,2,23,0,0,2,2,10,9,3,3,0,0,70,35,47
38,19,76,1,0,4,195,9,0,8,24,59,42,16,27,27,13,993,436,301
12,1,5,0,0,5,7,1,0,0,1,6,5,1,0,0,2,48,20,28
11,10,5,2,0,3,9,1,0,0,3,7,6,3,0,1,1,61,35,37
30,0,19,0,0,7,54,2,1,5,18,24,24,16,25,18,8,357,238,127
22,4,13,0,0,3,60,4,0,4,4,24,31,6,3,4,2,266,139,100
36,0,15,0,0,2,51,3,0,1,4,12,11,5,5,3,4,226,77,94
